comentario,polaridad,tema,tono,longitud,satisfaccion_min,satisfaccion_max,aspecto_variable,aspecto_valor_min,aspecto_valor_max
"Desde mi perspectiva personal considero que el ritmo de clase es aceptable, aunque no siempre perfecto.",neutral,clase,constructivo,corto,2,4,clase_horario,2,4
"Tras varias sesiones puedo decir que el profesor cumple con su función, sin destacar especialmente. Me gustaría que se introdujeran cambios en este sentido. Me anima a preparar las sesiones con antelación.",neutral,profesor,sugerencia,medio,2,4,recomendaria_profesor,2,4
Desde el primer módulo he sentido que no veo relación clara entre la metodología y los objetivos del curso. La evolución de la dificultad está bastante cuidada. Es algo que impacta en mi motivación diaria.,muy_negativo,metodologia,formal,largo,1,2,grado_dificultad,1,2
En general estoy satisfecho con cómo el profesor lleva las clases. Creo que aún se podrían mejorar algunos detalles. Hace que las dudas se resuelvan con rapidez.,positivo,profesor,constructivo,medio,3,5,preparado_clases,3,5
"El temario cumple, sin aportar nada extraordinario.",neutral,contenido,constructivo,corto,2,4,contenidos_adecuados,2,4
"A lo largo de estas semanas he notado que siento que la forma de trabajar es estándar, ni especialmente buena ni mala. Me gustaría que se introdujeran cambios en este sentido. Consigue equilibrar teoría y casos reales de forma constante. Se refleja en los resultados que obtengo en cada entrega.",neutral,metodologia,sugerencia,largo,2,4,contenidos_adecuados,2,4
Desde el primer módulo he sentido que la experiencia global ha sido algo decepcionante. Creo que aún se podrían mejorar algunos detalles. Siento que aprovecho cada hora dedicada a este programa.,negativo,general,constructivo,corto,1,3,ninguno,1,5
Mirando mi avance hasta ahora entiendo que la experiencia en clase es razonable y estable. Me gustaría que se introdujeran cambios en este sentido. Las interacciones con los compañeros enriquecen las sesiones. Es algo que impacta en mi motivación diaria.,neutral,clase,sugerencia,medio,2,4,clase_conveniencia_dia,2,4
"Mirando mi avance hasta ahora entiendo que el curso ha cumplido, pero no ha destacado demasiado. Para mí, marca la diferencia respecto a otros programas.",neutral,general,informal,largo,2,4,ninguno,1,5
Mirando mi avance hasta ahora entiendo que la metodología a veces hace que las clases se sientan algo monótonas. Creo que aún se podrían mejorar algunos detalles. Las dinámicas se integran bien con los objetivos de cada módulo. Es algo que impacta en mi motivación diaria.,negativo,metodologia,constructivo,largo,1,3,organiza_actividades,1,3
"Mi experiencia general con el curso es correcta, sin ser espectacular. Siento que aprovecho cada hora dedicada a este programa. Esa impresión se mantiene con el paso de las semanas.",neutral,general,formal,medio,2,4,ninguno,1,5
Mirando mi avance hasta ahora entiendo que no siento que el equipo de soporte se preocupe por mis problemas. Se refleja en los resultados que obtengo en cada entrega.,muy_negativo,soporte,formal,largo,1,2,velocidad_respuesta,1,2
"Cuando he tenido incidencias, se han resuelto adecuadamente.",positivo,soporte,informal,medio,3,5,velocidad_respuesta,3,5
"Si pienso en el progreso del curso, creo que el profesor explica los conceptos de forma muy clara y estructurada.",muy_positivo,profesor,formal,corto,4,5,recomendaria_profesor,4,5
Tras varias sesiones puedo decir que el ritmo de clase no siempre se adapta al grupo.,negativo,clase,formal,corto,1,3,clase_conveniencia_dia,1,3
"Analizando lo que he aprendido siento que mi experiencia general con el curso es correcta, sin ser espectacular. Me gustaría que se introdujeran cambios en este sentido. Es una formación que recomendaría a otros perfiles como el mío. Es un aspecto que comparto también con mis compañeros.",neutral,general,sugerencia,largo,2,4,ninguno,1,5
Analizando lo que he aprendido siento que estoy muy insatisfecho con la atención recibida por parte del soporte. Siento que hacen un esfuerzo genuino por escucharnos.,muy_negativo,soporte,formal,medio,1,2,utilidad_anuncios,1,2
Algunas sesiones se sienten poco productivas. El equipo docente cuida los ritmos y los descansos.,negativo,clase,formal,medio,1,3,clase_conveniencia_dia,1,3
En mi día a día con el curso observo que no siempre el profesor responde de forma clara a las dudas.,negativo,profesor,queja,corto,1,3,accesible_y_atiende_consultas,1,3
Desde el primer módulo he sentido que las explicaciones del profesor son correctas pero podrían ser más dinámicas. Noto que el enfoque del docente está muy actualizado. Es algo que impacta en mi motivación diaria.,neutral,profesor,informal,medio,2,4,mantiene_atencion,2,4
Analizando lo que he aprendido siento que muchos temas me parecen irrelevantes para mis objetivos. Este punto me genera bastante frustración. Aporta claridad sobre temas que antes veía confusos. Es algo que impacta en mi motivación diaria.,muy_negativo,contenido,queja,largo,1,2,conocimientos_utiles_futuro,1,2
En mi día a día con el curso observo que el ritmo de clase no siempre se adapta al grupo. La organización del aula está pensada para colaborar. Me ayuda a decidir en qué módulos profundizar.,negativo,clase,informal,largo,1,3,clase_conveniencia_dia,1,3
Desde el primer módulo he sentido que mi experiencia global con el curso ha sido claramente negativa. Este punto me genera bastante frustración. Veo coherencia entre lo prometido y lo que recibimos.,muy_negativo,general,queja,corto,1,2,ninguno,1,5
Tras varias sesiones puedo decir que he echado en falta mayor profundidad en ciertos apartados. Define la confianza que tengo en seguir avanzando.,negativo,contenido,informal,largo,1,3,conocimientos_utiles_futuro,1,3
Desde el primer módulo he sentido que el profesor explica los conceptos de forma muy clara y estructurada. Valoro mucho este aspecto del curso. Me anima a preparar las sesiones con antelación.,muy_positivo,profesor,elogio,medio,4,5,preparado_clases,4,5
Analizando lo que he aprendido siento que en general estoy satisfecho con el contenido que se ha impartido. Cada unidad conecta con tendencias actuales del sector. Es un aspecto que comparto también con mis compañeros.,positivo,contenido,formal,largo,3,5,conocimientos_utiles_futuro,3,5
Me cuesta mantener la atención durante toda la clase. Este punto me genera bastante frustración. La organización del aula está pensada para colaborar.,negativo,clase,queja,corto,1,3,clase_duracion,1,3
Tras varias sesiones puedo decir que la plataforma funciona de forma muy fluida y sin interrupciones. Me ayuda a decidir en qué módulos profundizar.,muy_positivo,tecnologia,formal,largo,4,5,clase_calidad_audio,4,5
La conexión y la plataforma fallan tan a menudo que desmotivan.,muy_negativo,tecnologia,formal,medio,1,2,clase_visibilidad_pantalla,1,2
En mi día a día con el curso observo que me gustaría que la metodología fuera más interactiva. La evolución de la dificultad está bastante cuidada. Creo que resume bien cómo vivo el curso.,negativo,metodologia,informal,largo,1,3,organiza_actividades,1,3
Mirando mi avance hasta ahora entiendo que en ocasiones las clases se hacen demasiado largas.,negativo,clase,constructivo,corto,1,3,clase_duracion,1,3
"Si pienso en el progreso del curso, creo que el profesor cumple con su función, sin destacar especialmente.",neutral,profesor,informal,medio,2,4,recomendaria_profesor,2,4
"Cuando comparo esta formación con otras, percibo que las clases son correctas, sin algo especialmente destacable. Esa impresión se mantiene con el paso de las semanas.",neutral,clase,formal,largo,2,4,clase_horario,2,4
Mirando mi avance hasta ahora entiendo que algunos temas del contenido me han resultado poco relevantes. Esa impresión se mantiene con el paso de las semanas.,negativo,contenido,informal,medio,1,3,contenidos_adecuados,1,3
A veces el profesor no consigue que los conceptos queden claros. Noto que el enfoque del docente está muy actualizado.,negativo,profesor,formal,medio,1,3,recomendaria_profesor,1,3
En conversaciones con mis compañeros coincidimos en que la metodología a veces hace que las clases se sientan algo monótonas. Este punto me genera bastante frustración. Consigue equilibrar teoría y casos reales de forma constante. Me ayuda a decidir en qué módulos profundizar.,negativo,metodologia,queja,largo,1,3,conocimientos_utiles_futuro,1,3
"Si pienso en el progreso del curso, creo que algunos temas del contenido me han resultado poco relevantes. Aporta claridad sobre temas que antes veía confusos.",negativo,contenido,informal,corto,1,3,contenidos_adecuados,1,3
Siento que pierdo el tiempo en bastantes sesiones. Las interacciones con los compañeros enriquecen las sesiones.,muy_negativo,clase,formal,medio,1,2,clase_duracion,1,2
Desde mi perspectiva personal considero que me cuesta seguir las explicaciones del profesor en algunas sesiones. Este punto me genera bastante frustración. El acompañamiento docente es clave para que avance.,negativo,profesor,queja,medio,1,3,dominio_materia,1,3
Las soluciones que me han dado no siempre han sido claras.,negativo,soporte,formal,corto,1,3,utilidad_anuncios,1,3
Los temas tratados son muy relevantes para mi desarrollo profesional. Aporta claridad sobre temas que antes veía confusos. Se refleja en los resultados que obtengo en cada entrega.,muy_positivo,contenido,informal,largo,4,5,contenidos_adecuados,4,5
Desde el primer módulo he sentido que me siento muy acompañado por el profesor durante todo el curso. Es un aspecto que comparto también con mis compañeros.,muy_positivo,profesor,informal,largo,4,5,accesible_y_atiende_consultas,4,5
"Cuando comparo esta formación con otras, percibo que hay partes del contenido que me interesan y otras que no tanto. Creo que aún se podrían mejorar algunos detalles. Siento que el temario está vivo y se actualiza con frecuencia. Lo tengo muy presente cuando hablo de la escuela.",neutral,contenido,constructivo,largo,2,4,contenidos_adecuados,2,4
"Si pienso en el progreso del curso, creo que el programa del curso cubre exactamente lo que esperaba aprender. Lo tengo muy presente cuando hablo de la escuela.",muy_positivo,contenido,informal,largo,4,5,contenidos_adecuados,4,5
La atención es aceptable pero podría ser más proactiva.,neutral,soporte,informal,corto,2,4,velocidad_respuesta,2,4
Desde mi perspectiva personal considero que en varias ocasiones he sentido que el soporte tardaba demasiado en responder.,negativo,soporte,constructivo,corto,1,3,velocidad_respuesta,1,3
Al repasar mis notas concluyo que el programa del curso cubre exactamente lo que esperaba aprender. Valoro mucho este aspecto del curso. Encuentro referencias útiles para seguir investigando por mi cuenta. Es un aspecto que comparto también con mis compañeros.,muy_positivo,contenido,elogio,medio,4,5,contenidos_adecuados,4,5
En mi día a día con el curso observo que he tenido varios problemas técnicos que cortan el ritmo de la sesión. Siento que el equipo debería tenerlo en cuenta.,negativo,tecnologia,formal,largo,1,3,clase_calidad_audio,1,3
"El curso ha cumplido, pero no ha destacado demasiado. Refuerza mi decisión de apostar por el sector tecnológico.",neutral,general,informal,corto,2,4,ninguno,1,5
No he tenido prácticamente ningún problema técnico durante el curso. Se refleja en los resultados que obtengo en cada entrega.,muy_positivo,tecnologia,informal,largo,4,5,clase_calidad_audio,4,5
"Si pienso en el progreso del curso, creo que estoy muy insatisfecho con la atención recibida por parte del soporte.",muy_negativo,soporte,queja,corto,1,2,utilidad_anuncios,1,2
Desde mi perspectiva personal considero que la forma de estructurar las actividades hace que todo sea muy fluido. Valoro mucho este aspecto del curso. Se nota que cada bloque responde a un propósito concreto. Creo que resume bien cómo vivo el curso.,muy_positivo,metodologia,elogio,medio,4,5,organiza_actividades,4,5
El contenido es profundo y a la vez fácil de seguir. Valoro mucho este aspecto del curso. Se refleja en los resultados que obtengo en cada entrega.,muy_positivo,contenido,elogio,largo,4,5,conocimientos_utiles_futuro,4,5
Las clases se me pasan rápido porque son dinámicas y entretenidas. La organización del aula está pensada para colaborar. Esa impresión se mantiene con el paso de las semanas.,muy_positivo,clase,formal,medio,4,5,clase_conveniencia_dia,4,5
"El contenido es profundo y a la vez fácil de seguir. Valoro mucho este aspecto del curso. Hay ejemplos que puedo trasladar directamente a mis proyectos. Para mí, marca la diferencia respecto a otros programas.",muy_positivo,contenido,elogio,largo,4,5,conocimientos_utiles_futuro,4,5
Con la mente puesta en mis objetivos profesionales valoro que echo en falta más actividades prácticas en esta metodología. Es un aspecto que comparto también con mis compañeros.,negativo,metodologia,informal,largo,1,3,organiza_actividades,1,3
Desde mi perspectiva personal considero que la metodología fomenta la participación y me mantiene motivado. Valoro mucho este aspecto del curso. La secuencia de actividades mantiene el interés del grupo. Esa impresión se mantiene con el paso de las semanas.,muy_positivo,metodologia,elogio,largo,4,5,grado_dificultad,4,5
"En mi día a día con el curso observo que el profesor cumple con su función, sin destacar especialmente. Creo que aún se podrían mejorar algunos detalles. Noto que el enfoque del docente está muy actualizado. Se refleja en los resultados que obtengo en cada entrega.",neutral,profesor,constructivo,largo,2,4,preparado_clases,2,4
Analizando lo que he aprendido siento que las explicaciones del profesor me resultan confusas y poco útiles.,muy_negativo,profesor,formal,corto,1,2,mantiene_atencion,1,2
Al repasar mis notas concluyo que el profesor responde a las dudas y facilita el seguimiento del temario. Valoro mucho este aspecto del curso. Me ayuda a decidir en qué módulos profundizar.,positivo,profesor,elogio,largo,3,5,accesible_y_atiende_consultas,3,5
"Tras varias sesiones puedo decir que la plataforma cumple su función, sin destacar demasiado.",neutral,tecnologia,formal,corto,2,4,clase_visibilidad_pantalla,2,4
El balance del curso es claramente positivo para mí. Valoro mucho este aspecto del curso. Es un hito importante dentro de mi itinerario profesional. Esa impresión se mantiene con el paso de las semanas.,positivo,general,elogio,largo,3,5,ninguno,1,5
Con la mente puesta en mis objetivos profesionales valoro que la experiencia global ha sido algo decepcionante.,negativo,general,formal,corto,1,3,ninguno,1,5
"La experiencia general ha sido peor de lo que esperaba. Me deja con ganas de seguir conectada a la comunidad. Para mí, marca la diferencia respecto a otros programas.",muy_negativo,general,formal,largo,1,2,ninguno,1,5
Muchos temas me parecen irrelevantes para mis objetivos. Creo que resume bien cómo vivo el curso.,muy_negativo,contenido,formal,medio,1,2,contenidos_adecuados,1,2
Mirando mi avance hasta ahora entiendo que las clases suelen tener un ritmo adecuado en la mayoría de los días. Creo que aún se podrían mejorar algunos detalles. El equipo docente cuida los ritmos y los descansos.,positivo,clase,constructivo,medio,3,5,clase_conveniencia_dia,3,5
Me siento cómodo participando en las clases. Creo que aún se podrían mejorar algunos detalles. Las interacciones con los compañeros enriquecen las sesiones.,positivo,clase,constructivo,corto,3,5,clase_conveniencia_dia,3,5
A lo largo de estas semanas he notado que la calidad de la conexión suele ser buena. Valoro mucho este aspecto del curso. La parte digital nunca me ha dejado fuera de una actividad.,positivo,tecnologia,elogio,medio,3,5,clase_visibilidad_pantalla,3,5
A lo largo de estas semanas he notado que la atención al alumno podría ser bastante más ágil. Siento que hacen un esfuerzo genuino por escucharnos.,negativo,soporte,informal,corto,1,3,utilidad_anuncios,1,3
"La metodología del curso es muy práctica y facilita mucho el aprendizaje. Para mí, marca la diferencia respecto a otros programas.",muy_positivo,metodologia,formal,medio,4,5,conocimientos_utiles_futuro,4,5
Las explicaciones del profesor me resultan confusas y poco útiles.,muy_negativo,profesor,formal,corto,1,2,accesible_y_atiende_consultas,1,2
"Ha habido cosas buenas y cosas mejorables, en equilibrio. Me gustaría que se introdujeran cambios en este sentido. Siento que el equipo debería tenerlo en cuenta.",neutral,general,sugerencia,largo,2,4,ninguno,1,5
El profesor responde a las dudas y facilita el seguimiento del temario. Me gustaría que se introdujeran cambios en este sentido. Me anima a preparar las sesiones con antelación. Se refleja en los resultados que obtengo en cada entrega.,positivo,profesor,sugerencia,largo,3,5,dominio_materia,3,5
En mi día a día con el curso observo que no siento que el equipo de soporte se preocupe por mis problemas. Este punto me genera bastante frustración. Siento que hacen un esfuerzo genuino por escucharnos.,muy_negativo,soporte,queja,corto,1,2,utilidad_anuncios,1,2
Hay partes del contenido que me interesan y otras que no tanto. Me gustaría que se introdujeran cambios en este sentido. Me da herramientas concretas para actuar en el trabajo.,neutral,contenido,sugerencia,medio,2,4,contenidos_adecuados,2,4
"Cuando comparo esta formación con otras, percibo que he tenido varios problemas técnicos que cortan el ritmo de la sesión. Este punto me genera bastante frustración. Las grabaciones mantienen una calidad más que correcta. Para mí, marca la diferencia respecto a otros programas.",negativo,tecnologia,queja,largo,1,3,clase_calidad_audio,1,3
"Desde mi perspectiva personal considero que siento que la forma de trabajar es estándar, ni especialmente buena ni mala.",neutral,metodologia,formal,corto,2,4,contenidos_adecuados,2,4
Con la mente puesta en mis objetivos profesionales valoro que el ambiente en clase favorece mucho la participación. Las interacciones con los compañeros enriquecen las sesiones.,muy_positivo,clase,formal,medio,4,5,clase_horario,4,5
"A lo largo de estas semanas he notado que el profesor mantiene un nivel adecuado, sin puntos muy fuertes ni muy débiles.",neutral,profesor,formal,medio,2,4,preparado_clases,2,4
"Ha habido cosas buenas y cosas mejorables, en equilibrio. Es un hito importante dentro de mi itinerario profesional. Me ayuda a decidir en qué módulos profundizar.",neutral,general,formal,largo,2,4,ninguno,1,5
He tenido que insistir más de una vez para resolver algunos problemas. Siempre encontramos a alguien disponible en el campus virtual. Lo tengo muy presente cuando hablo de la escuela.,negativo,soporte,formal,largo,1,3,utilidad_anuncios,1,3
En general estoy contento con el curso. Me gustaría que se introdujeran cambios en este sentido. Es una formación que recomendaría a otros perfiles como el mío. Creo que resume bien cómo vivo el curso.,positivo,general,sugerencia,largo,3,5,ninguno,1,5
Tras varias sesiones puedo decir que la atención al alumno en general es buena. Es algo que impacta en mi motivación diaria.,positivo,soporte,informal,medio,3,5,velocidad_respuesta,3,5
Mirando mi avance hasta ahora entiendo que la experiencia general ha sido peor de lo que esperaba.,muy_negativo,general,formal,corto,1,2,ninguno,1,5
"En conversaciones con mis compañeros coincidimos en que he tenido algunas incidencias técnicas, pero nada grave. Me gustaría que se introdujeran cambios en este sentido. Se aprovechan bien las herramientas colaborativas online. Para mí, marca la diferencia respecto a otros programas.",neutral,tecnologia,sugerencia,largo,2,4,clase_calidad_conexion,2,4
"Mirando mi avance hasta ahora entiendo que no tengo una opinión muy fuerte sobre el soporte, es razonable. Me gustaría que se introdujeran cambios en este sentido. Siempre encontramos a alguien disponible en el campus virtual. Creo que resume bien cómo vivo el curso.",neutral,soporte,sugerencia,medio,2,4,utilidad_anuncios,2,4
En conversaciones con mis compañeros coincidimos en que parte del contenido me ha parecido desactualizado o repetitivo. Es algo que impacta en mi motivación diaria.,negativo,contenido,informal,largo,1,3,conocimientos_utiles_futuro,1,3
Analizando lo que he aprendido siento que la atención al alumno podría ser bastante más ágil. Detectan incidencias antes de que se conviertan en un problema. Es algo que impacta en mi motivación diaria.,negativo,soporte,informal,medio,1,3,utilidad_anuncios,1,3
En conversaciones con mis compañeros coincidimos en que no he tenido prácticamente ningún problema técnico durante el curso. Las grabaciones mantienen una calidad más que correcta.,muy_positivo,tecnologia,informal,medio,4,5,clase_calidad_audio,4,5
Al repasar mis notas concluyo que en varias ocasiones he sentido que el soporte tardaba demasiado en responder. El seguimiento individual ayuda a no perder el ritmo.,negativo,soporte,informal,medio,1,3,velocidad_respuesta,1,3
Los problemas técnicos son constantes y afectan mucho a mi aprendizaje.,muy_negativo,tecnologia,queja,corto,1,2,clase_visibilidad_pantalla,1,2
"En mi día a día con el curso observo que el contenido es correcto, aunque algunos temas me han parecido básicos. Cada unidad conecta con tendencias actuales del sector. Lo tengo muy presente cuando hablo de la escuela.",neutral,contenido,formal,largo,2,4,conocimientos_utiles_futuro,2,4
Mirando mi avance hasta ahora entiendo que la mayor parte del contenido me resulta aplicable a mi trabajo.,positivo,contenido,informal,medio,3,5,contenidos_adecuados,3,5
La experiencia general ha sido muy positiva para mí.,muy_positivo,general,elogio,corto,4,5,ninguno,1,5
"El profesor suele explicar bien, aunque a veces va un poco rápido. Valoro mucho este aspecto del curso. Hace que las dudas se resuelvan con rapidez. Creo que resume bien cómo vivo el curso.",positivo,profesor,elogio,largo,3,5,mantiene_atencion,3,5
Desde el primer módulo he sentido que el profesor domina el contenido y sabe transmitirlo de manera excelente. Siento que el equipo debería tenerlo en cuenta.,muy_positivo,profesor,formal,largo,4,5,dominio_materia,4,5
"Siempre que he tenido una duda, el soporte me ha ayudado de inmediato. Valoro mucho este aspecto del curso.",muy_positivo,soporte,elogio,medio,4,5,utilidad_anuncios,4,5
A lo largo de estas semanas he notado que las incidencias se acumulan sin una solución clara. El feedback que recibo es claro y accionable.,muy_negativo,soporte,formal,medio,1,2,utilidad_anuncios,1,2
En conversaciones con mis compañeros coincidimos en que la experiencia en clase es razonable y estable. Salgo de cada clase con ideas prácticas para aplicar.,neutral,clase,formal,corto,2,4,clase_duracion,2,4
No siempre el profesor responde de forma clara a las dudas. Creo que aún se podrían mejorar algunos detalles. Es algo que impacta en mi motivación diaria.,negativo,profesor,constructivo,largo,1,3,accesible_y_atiende_consultas,1,3
En conversaciones con mis compañeros coincidimos en que solo he tenido pequeños problemas técnicos que se han resuelto rápido. Se nota que prueban las soluciones antes de cada sesión. Es algo que impacta en mi motivación diaria.,positivo,tecnologia,formal,medio,3,5,clase_visibilidad_pantalla,3,5
Me siento muy acompañado por el profesor durante todo el curso.,muy_positivo,profesor,elogio,corto,4,5,accesible_y_atiende_consultas,4,5
En conversaciones con mis compañeros coincidimos en que estoy muy decepcionado con el resultado final del curso. Este punto me genera bastante frustración. Me deja con ganas de seguir conectada a la comunidad. Me ayuda a decidir en qué módulos profundizar.,muy_negativo,general,queja,largo,1,2,ninguno,1,5
El programa del curso cubre exactamente lo que esperaba aprender. Valoro mucho este aspecto del curso. Cada unidad conecta con tendencias actuales del sector. Lo tengo muy presente cuando hablo de la escuela.,muy_positivo,contenido,elogio,largo,4,5,conocimientos_utiles_futuro,4,5
Desde el primer módulo he sentido que la mayoría de las sesiones me parecen poco aprovechables. Este punto me genera bastante frustración. La organización del aula está pensada para colaborar. Es algo que impacta en mi motivación diaria.,muy_negativo,clase,queja,largo,1,2,clase_duracion,1,2
Las soluciones que me han dado no siempre han sido claras. El feedback que recibo es claro y accionable. Es algo que impacta en mi motivación diaria.,negativo,soporte,formal,medio,1,3,utilidad_anuncios,1,3
Mirando mi avance hasta ahora entiendo que me siento muy acompañado por el profesor durante todo el curso. La forma en que guía los debates es muy valiosa.,muy_positivo,profesor,informal,medio,4,5,accesible_y_atiende_consultas,4,5
No siempre el profesor responde de forma clara a las dudas. Este punto me genera bastante frustración.,negativo,profesor,queja,corto,1,3,mantiene_atencion,1,3
Mirando mi avance hasta ahora entiendo que muchos temas me parecen irrelevantes para mis objetivos. Este punto me genera bastante frustración. Siento que el equipo debería tenerlo en cuenta.,muy_negativo,contenido,queja,largo,1,2,conocimientos_utiles_futuro,1,2
En mi día a día con el curso observo que estoy muy insatisfecho con la parte tecnológica del curso. Este punto me genera bastante frustración.,muy_negativo,tecnologia,queja,medio,1,2,clase_calidad_conexion,1,2
Tras varias sesiones puedo decir que la calidad de la conexión suele ser buena.,positivo,tecnologia,constructivo,corto,3,5,clase_calidad_conexion,3,5
Desde mi perspectiva personal considero que la atención al alumno en general es buena. Siento que hacen un esfuerzo genuino por escucharnos. Creo que resume bien cómo vivo el curso.,positivo,soporte,formal,largo,3,5,velocidad_respuesta,3,5
Tras varias sesiones puedo decir que hay partes del contenido que me interesan y otras que no tanto. Me gustaría que se introdujeran cambios en este sentido. Cada unidad conecta con tendencias actuales del sector. Creo que resume bien cómo vivo el curso.,neutral,contenido,sugerencia,medio,2,4,contenidos_adecuados,2,4
Con la mente puesta en mis objetivos profesionales valoro que repetiría una formación similar con esta escuela. Me gustaría que se introdujeran cambios en este sentido. Siento que aprovecho cada hora dedicada a este programa. Siento que el equipo debería tenerlo en cuenta.,positivo,general,sugerencia,largo,3,5,ninguno,1,5
En conversaciones con mis compañeros coincidimos en que los temas tratados son muy relevantes para mi desarrollo profesional.,muy_positivo,contenido,formal,corto,4,5,contenidos_adecuados,4,5
La experiencia tecnológica es satisfactoria en la mayoría de las clases. Creo que aún se podrían mejorar algunos detalles. La parte digital nunca me ha dejado fuera de una actividad. Esa impresión se mantiene con el paso de las semanas.,positivo,tecnologia,constructivo,medio,3,5,clase_visibilidad_pantalla,3,5
"Las actividades planteadas encajan bien con los objetivos del curso. Valoro mucho este aspecto del curso. Permite que la práctica tenga un peso real en el aprendizaje. Para mí, marca la diferencia respecto a otros programas.",positivo,metodologia,elogio,largo,3,5,organiza_actividades,3,5
Las clases se me hacen muy pesadas y difíciles de seguir. Este punto me genera bastante frustración.,muy_negativo,clase,queja,corto,1,2,clase_horario,1,2
Desde el primer módulo he sentido que la forma de plantear las tareas no siempre ayuda a consolidar lo aprendido. Creo que resume bien cómo vivo el curso.,negativo,metodologia,informal,medio,1,3,contenidos_adecuados,1,3
La plataforma funciona de forma muy fluida y sin interrupciones.,muy_positivo,tecnologia,informal,medio,4,5,clase_calidad_conexion,4,5
"Al repasar mis notas concluyo que no he encontrado utilidad real en la mayoría de los contenidos. Me da herramientas concretas para actuar en el trabajo. Para mí, marca la diferencia respecto a otros programas.",muy_negativo,contenido,formal,largo,1,2,conocimientos_utiles_futuro,1,2
La tecnología utilizada facilita mucho el seguimiento de las sesiones. La plataforma permite seguir la clase incluso desde el móvil. Creo que resume bien cómo vivo el curso.,muy_positivo,tecnologia,formal,largo,4,5,clase_calidad_audio,4,5
Desde el primer módulo he sentido que no recomendaría este curso a otras personas.,muy_negativo,general,formal,corto,1,2,ninguno,1,5
Desde mi perspectiva personal considero que las clases tienen un ritmo muy bueno y mantienen mi atención.,muy_positivo,clase,formal,corto,4,5,clase_duracion,4,5
Las incidencias se acumulan sin una solución clara. Siento que hacen un esfuerzo genuino por escucharnos.,muy_negativo,soporte,formal,medio,1,2,utilidad_anuncios,1,2
Mirando mi avance hasta ahora entiendo que el profesor no consigue explicar los contenidos de forma comprensible. Este punto me genera bastante frustración. Me anima a preparar las sesiones con antelación. Es un aspecto que comparto también con mis compañeros.,muy_negativo,profesor,queja,medio,1,2,preparado_clases,1,2
"Desde el primer módulo he sentido que la calidad técnica es aceptable, pero mejorable. Esa impresión se mantiene con el paso de las semanas.",neutral,tecnologia,informal,largo,2,4,clase_calidad_audio,2,4
"Desde el primer módulo he sentido que la plataforma cumple su función, sin destacar demasiado.",neutral,tecnologia,constructivo,corto,2,4,clase_calidad_conexion,2,4
"Desde mi perspectiva personal considero que cuando he tenido incidencias, se han resuelto adecuadamente.",positivo,soporte,formal,corto,3,5,velocidad_respuesta,3,5
Analizando lo que he aprendido siento que a veces las clases son más interesantes y otras más densas. Las dinámicas grupales hacen que el tiempo pase rápido. Creo que resume bien cómo vivo el curso.,neutral,clase,formal,largo,2,4,clase_horario,2,4
Con la mente puesta en mis objetivos profesionales valoro que el ambiente en clase favorece mucho la participación. Valoro mucho este aspecto del curso. Las dinámicas grupales hacen que el tiempo pase rápido.,muy_positivo,clase,elogio,medio,4,5,clase_horario,4,5
"En conversaciones con mis compañeros coincidimos en que en general la metodología me parece bastante acertada. Valoro mucho este aspecto del curso. Se nota que cada bloque responde a un propósito concreto. Para mí, marca la diferencia respecto a otros programas.",positivo,metodologia,elogio,medio,3,5,conocimientos_utiles_futuro,3,5
"Si pienso en el progreso del curso, creo que en general estoy satisfecho con cómo el profesor lleva las clases. Me gustaría que se introdujeran cambios en este sentido.",positivo,profesor,sugerencia,medio,3,5,mantiene_atencion,3,5
"Si pienso en el progreso del curso, creo que la mayor parte del contenido me resulta aplicable a mi trabajo. Me gustaría que se introdujeran cambios en este sentido. Aporta claridad sobre temas que antes veía confusos. Para mí, marca la diferencia respecto a otros programas.",positivo,contenido,sugerencia,largo,3,5,contenidos_adecuados,3,5
En conversaciones con mis compañeros coincidimos en que la calidad de audio y vídeo en las clases online es excelente. Valoro mucho este aspecto del curso. Las grabaciones mantienen una calidad más que correcta. Siento que el equipo debería tenerlo en cuenta.,muy_positivo,tecnologia,elogio,largo,4,5,clase_calidad_audio,4,5
Desde mi perspectiva personal considero que el profesor no consigue explicar los contenidos de forma comprensible. Este punto me genera bastante frustración. Hace que las dudas se resuelvan con rapidez. Me ayuda a decidir en qué módulos profundizar.,muy_negativo,profesor,queja,largo,1,2,mantiene_atencion,1,2
Tras varias sesiones puedo decir que me encanta la combinación de teoría y práctica que se utiliza en el curso.,muy_positivo,metodologia,informal,medio,4,5,conocimientos_utiles_futuro,4,5
"Si pienso en el progreso del curso, creo que estoy muy insatisfecho con la parte tecnológica del curso. Este punto me genera bastante frustración. Las grabaciones mantienen una calidad más que correcta. Siento que el equipo debería tenerlo en cuenta.",muy_negativo,tecnologia,queja,largo,1,2,clase_calidad_audio,1,2
En varias ocasiones he sentido que el soporte tardaba demasiado en responder. Creo que aún se podrían mejorar algunos detalles.,negativo,soporte,constructivo,medio,1,3,velocidad_respuesta,1,3
Tras varias sesiones puedo decir que algunas sesiones se sienten poco productivas. Este punto me genera bastante frustración. El equipo docente cuida los ritmos y los descansos. Siento que el equipo debería tenerlo en cuenta.,negativo,clase,queja,largo,1,3,clase_conveniencia_dia,1,3
