usuario_temp,origen_plataforma,IP_usuario,tiempo_en_pagina,fecha_hora,Localizacion,programa_oferta_click,Id_usuario,Dispositivo,Matriculado
TEMP_003927,Instagram,121.164.10.54,242,2024-08-26 02:10:46,"Bilbao, España",C0010,,mobile,False
TEMP_003928,LinkedIn,110.86.32.7,900,2024-01-04 11:05:53,"Bilbao, España",C0025,,tablet,False
TEMP_003929,LinkedIn,49.81.227.241,209,2025-06-02 19:49:42,"Valparaíso, Chile",C0021,,tablet,False
TEMP_003930,LinkedIn,71.151.151.225,182,2025-01-08 12:10:23,"Roma, Italia",,,mobile,False
TEMP_003931,Google,211.19.0.237,11,2024-11-22 19:02:25,"Madrid, España",,U0063,desktop,True
TEMP_003932,LinkedIn,78.16.48.126,282,2024-12-12 12:41:30,"Arequipa, Perú",C0005,,tablet,False
TEMP_003933,Google Ads,227.236.168.69,550,2024-07-08 09:47:41,"Zaragoza, España",C0025,,mobile,False
TEMP_003934,Google Ads,105.151.125.219,408,2025-05-11 15:01:50,"Milán, Italia",C0002,,mobile,False
TEMP_003935,LinkedIn,157.12.223.142,150,2024-10-16 08:00:24,"Málaga, España",C0031,,mobile,False
TEMP_003936,Google,27.10.6.10,610,2024-11-25 17:30:57,"Bilbao, España",C0031,,tablet,False
TEMP_003937,Instagram,179.4.44.175,288,2024-11-20 08:35:54,"Barcelona, España",C0022,,mobile,False
TEMP_003938,Google Ads,70.191.67.188,305,2024-05-09 14:31:12,"Bilbao, España",C0030,,mobile,False
TEMP_003939,Instagram,174.186.187.204,180,2025-02-01 17:33:28,"Oporto, Portugal",C0014,,mobile,False
TEMP_003940,Instagram,94.120.17.89,60,2024-09-29 11:00:02,"Lima, Perú",C0027,,mobile,False
TEMP_003941,LinkedIn,231.170.32.51,336,2025-06-09 15:15:36,"Valparaíso, Chile",C0014,U00316,mobile,True
TEMP_003942,Google Ads,137.111.238.47,333,2024-09-08 08:28:06,"Málaga, España",C0004,,desktop,False
TEMP_003943,LinkedIn,112.63.33.159,427,2025-01-06 14:05:14,"Bilbao, España",C0025,,mobile,False
TEMP_003944,Google Ads,161.188.214.252,174,2025-03-04 13:10:30,"Valparaíso, Chile",C0017,U0051,desktop,False
TEMP_003945,LinkedIn,48.110.82.222,569,2024-03-15 12:09:17,"Ciudad de México, México",C0009,,desktop,False
TEMP_003946,Google,31.170.80.3,900,2024-02-11 19:42:03,"Zaragoza, España",C0010,,tablet,False
TEMP_003947,Instagram,153.100.176.101,617,2025-10-17 00:25:18,"Lima, Perú",C0023,U00559,mobile,True
TEMP_003948,LinkedIn,49.30.46.112,114,2025-07-03 08:05:55,"Cali, Colombia",C0020,,desktop,False
TEMP_003949,LinkedIn,69.29.81.213,118,2025-07-22 17:02:21,"Lima, Perú",C0026,,desktop,False
TEMP_003950,LinkedIn,215.92.133.47,590,2025-04-03 09:42:12,"Santiago, Chile",C0014,,mobile,False
TEMP_003951,Google,106.154.4.218,900,2024-09-05 17:21:40,"Bilbao, España",C0018,,mobile,False
TEMP_003952,Google,231.239.54.228,482,2025-08-25 08:16:21,"París, Francia",C0020,,mobile,False
TEMP_003953,LinkedIn,30.225.34.89,187,2025-10-20 07:14:57,"Rosario, Argentina",C0013,,desktop,False
TEMP_003954,Instagram,242.129.55.95,579,2025-03-27 10:21:13,"Santiago, Chile",,U0049,mobile,True
TEMP_003955,LinkedIn,85.236.105.24,400,2025-02-23 16:51:33,"Sevilla, España",C0031,,tablet,False
TEMP_003956,Google,43.141.3.63,66,2025-06-24 03:01:54,"Oporto, Portugal",C0010,,tablet,False
TEMP_003957,Google,155.217.24.87,60,2024-04-18 12:34:00,"Valencia, España",C0020,,desktop,False
TEMP_003958,Google Ads,100.221.201.236,756,2024-01-08 18:20:32,"Zaragoza, España",C0016,,tablet,False
TEMP_003959,Google Ads,135.233.235.52,443,2025-10-14 14:49:57,"Bilbao, España",C0010,,desktop,False
TEMP_003960,Instagram,240.193.169.89,106,2025-07-10 15:19:55,"Zaragoza, España",,,mobile,False
TEMP_003961,LinkedIn,203.103.82.70,74,2024-03-06 08:13:35,"Valparaíso, Chile",C0021,,mobile,False
TEMP_003962,Google Ads,169.157.58.88,532,2025-05-13 12:37:35,"Monterrey, México",,,tablet,False
TEMP_003963,LinkedIn,58.189.87.198,88,2024-01-03 13:42:59,"Sevilla, España",C0018,,mobile,False
TEMP_003964,LinkedIn,60.101.6.2,60,2025-07-04 10:50:51,"Barcelona, España",C0013,,tablet,False
TEMP_003965,Instagram,8.16.237.70,155,2024-09-14 14:06:56,"Roma, Italia",,,mobile,False
TEMP_003966,Google,136.244.124.101,104,2025-09-14 09:59:19,"Lima, Perú",C0026,U0023,mobile,True
TEMP_003967,Google,186.190.25.238,60,2024-11-16 13:18:17,"Sevilla, España",C0020,,desktop,False
TEMP_003968,Google Ads,32.87.244.143,275,2024-10-15 07:47:53,"Guadalajara, México",C0031,,tablet,False
TEMP_003969,Instagram,145.218.114.157,423,2024-12-09 13:12:33,"Medellín, Colombia",C0019,U00368,tablet,True
TEMP_003970,LinkedIn,225.180.103.134,60,2025-02-19 03:05:05,"Medellín, Colombia",C0012,U00251,mobile,True
TEMP_003971,Instagram,78.197.84.230,520,2024-04-18 14:58:41,"Lima, Perú",C0031,,mobile,False
TEMP_003972,Google,1.192.251.192,209,2024-01-24 16:27:30,"Valencia, España",C0009,,desktop,False
TEMP_003973,LinkedIn,163.156.126.63,235,2025-06-08 15:04:24,"Barcelona, España",C0001,,tablet,False
TEMP_003974,Google Ads,22.33.223.211,61,2024-12-15 08:14:52,"Bilbao, España",C0026,,mobile,False
TEMP_003975,Instagram,131.91.28.172,170,2024-03-19 09:17:00,"Barcelona, España",,,desktop,False
TEMP_003976,Google,138.206.92.203,314,2024-07-09 16:22:42,"Barcelona, España",,,mobile,False
TEMP_003977,Google Ads,244.41.195.156,75,2025-03-08 09:54:35,"Santiago, Chile",C0004,,desktop,False
TEMP_003978,Instagram,178.82.177.223,313,2025-07-03 13:24:18,"Bogotá, Colombia",C0018,U00681,mobile,False
TEMP_003979,Google,40.28.68.131,320,2024-05-19 17:02:39,"Santiago, Chile",C0022,,tablet,False
TEMP_003980,Instagram,138.252.189.250,107,2024-06-17 14:11:32,"Arequipa, Perú",,,mobile,False
TEMP_003981,Google Ads,193.146.209.197,60,2025-11-09 23:00:20,"Medellín, Colombia",C0017,,desktop,False
TEMP_003982,Google Ads,206.63.185.57,142,2025-07-23 12:18:40,"Medellín, Colombia",C0009,,desktop,False
TEMP_003983,Instagram,82.180.129.200,61,2025-03-08 16:28:12,"Madrid, España",C0025,,mobile,False
TEMP_003984,LinkedIn,184.189.37.27,144,2024-04-03 12:07:20,"Monterrey, México",C0008,,mobile,False
TEMP_003985,Google Ads,64.91.209.12,172,2024-06-18 12:27:33,"Bilbao, España",C0018,U00370,desktop,True
TEMP_003986,Google Ads,93.79.52.110,591,2024-04-10 21:37:00,"Santiago, Chile",C0018,,desktop,False
TEMP_003987,Google,158.148.217.1,10,2025-01-30 11:00:39,"Bilbao, España",C0019,,desktop,False
TEMP_003988,Google Ads,75.90.100.185,386,2025-03-09 08:11:31,"Sevilla, España",,,desktop,False
TEMP_003989,Instagram,187.123.250.8,779,2025-08-30 06:43:52,"Valparaíso, Chile",,,mobile,False
TEMP_003990,Instagram,22.193.56.76,496,2025-11-19 10:39:38,"Bilbao, España",C0014,,tablet,False
TEMP_003991,Instagram,246.250.12.31,150,2025-10-11 15:06:20,"Zaragoza, España",C0014,,mobile,False
TEMP_003992,LinkedIn,112.148.127.237,178,2025-08-10 06:47:07,"Lima, Perú",C0007,,desktop,False
TEMP_003993,Instagram,59.175.78.152,101,2024-10-19 01:16:21,"Monterrey, México",C0030,U00340,tablet,True
TEMP_003994,Google,10.250.21.9,156,2025-11-20 14:59:36,"Valencia, España",C0004,,tablet,False
TEMP_003995,LinkedIn,107.224.163.125,304,2025-06-11 17:57:30,"Cali, Colombia",C0015,,mobile,False
TEMP_003996,LinkedIn,57.84.183.92,512,2025-07-23 10:33:20,"Guadalajara, México",C0001,U0022,mobile,False
TEMP_003997,Google,167.128.156.105,60,2024-10-04 10:17:37,"Madrid, España",C0008,,desktop,False
TEMP_003998,Google,77.45.74.56,264,2024-09-15 07:23:21,"Valencia, España",,,mobile,False
TEMP_003999,Google Ads,125.73.203.141,60,2025-11-02 10:26:43,"Valparaíso, Chile",C0018,,desktop,False
TEMP_004000,LinkedIn,78.21.31.23,90,2024-04-25 11:21:28,"Zaragoza, España",C0002,,mobile,False
TEMP_004001,Google Ads,81.220.8.181,167,2024-01-24 15:43:33,"Madrid, España",C0027,U00621,mobile,True
TEMP_004002,LinkedIn,135.250.227.4,708,2024-05-21 03:42:18,"Arequipa, Perú",,,mobile,False
TEMP_004003,LinkedIn,179.248.205.175,190,2024-09-25 11:09:13,"Madrid, España",C0013,,desktop,False
TEMP_004004,Google,36.230.210.137,50,2025-11-15 08:32:19,"Málaga, España",C0017,,desktop,False
TEMP_004005,Instagram,235.118.136.200,249,2024-11-13 12:43:01,"Buenos Aires, Argentina",C0018,,mobile,False
TEMP_004006,Google,184.141.200.228,60,2024-01-31 08:20:56,"Sevilla, España",C0004,,mobile,False
TEMP_004007,LinkedIn,166.228.105.135,457,2025-09-25 14:06:33,"Barcelona, España",C0030,U00121,mobile,True
TEMP_004008,LinkedIn,166.146.45.116,111,2025-07-07 09:31:43,"Madrid, España",C0017,,desktop,False
TEMP_004009,Instagram,35.176.204.174,167,2025-04-22 09:10:49,"Madrid, España",C0006,,desktop,False
TEMP_004010,LinkedIn,221.166.97.16,797,2024-08-05 23:35:12,"Arequipa, Perú",,,tablet,False
TEMP_004011,LinkedIn,199.85.244.63,60,2024-01-01 19:07:10,"Lima, Perú",C0001,,tablet,False
TEMP_004012,LinkedIn,197.54.181.18,55,2024-04-23 18:12:39,"Barcelona, España",C0020,,mobile,False
TEMP_004013,Instagram,175.117.149.11,158,2025-01-08 16:34:52,"Córdoba, Argentina",C0031,,tablet,False
TEMP_004014,Google,95.41.157.2,208,2025-05-22 07:39:59,"Barcelona, España",C0015,,mobile,False
TEMP_004015,LinkedIn,231.44.133.253,282,2025-01-09 18:56:56,"Sevilla, España",C0022,,desktop,False
TEMP_004016,Google,105.138.245.18,463,2025-03-10 13:19:32,"Zaragoza, España",,,mobile,False
TEMP_004017,Instagram,144.144.185.153,377,2025-11-03 12:00:20,"Valparaíso, Chile",C0031,,desktop,False
TEMP_004018,Instagram,123.140.72.86,91,2025-03-12 14:06:19,"Valparaíso, Chile",C0014,,desktop,False
TEMP_004019,Instagram,243.168.174.37,900,2025-04-29 14:28:19,"Valencia, España",C0019,U00226,mobile,True
TEMP_004020,Google,99.56.242.253,27,2024-10-26 21:02:42,"Zaragoza, España",C0027,,tablet,False
TEMP_004021,Google Ads,86.106.175.38,60,2024-12-09 02:00:19,"Oporto, Portugal",C0023,,tablet,False
TEMP_004022,LinkedIn,144.55.135.184,75,2025-04-27 11:48:50,"Lima, Perú",C0003,,tablet,False
TEMP_004023,Google Ads,189.29.74.90,60,2024-11-08 01:10:53,"Madrid, España",C0028,U0021,mobile,True
TEMP_004024,LinkedIn,186.84.118.58,60,2024-09-28 15:28:58,"Barcelona, España",C0001,,tablet,False
TEMP_004025,Instagram,88.122.53.28,60,2025-07-10 12:53:57,"Madrid, España",C0014,,desktop,False
TEMP_004026,Instagram,37.116.41.9,298,2025-07-22 05:16:34,"Barcelona, España",C0013,U00452,desktop,True
TEMP_004027,LinkedIn,131.154.42.20,574,2025-03-24 11:55:16,"Santiago, Chile",C0012,,mobile,False
TEMP_004028,LinkedIn,246.88.191.232,60,2025-11-02 09:17:06,"Santiago, Chile",C0024,U00127,tablet,False
TEMP_004029,LinkedIn,29.188.197.186,385,2025-03-25 19:31:25,"Medellín, Colombia",,,desktop,False
TEMP_004030,LinkedIn,74.93.91.38,10,2024-08-05 16:31:10,"Buenos Aires, Argentina",C0017,,desktop,False
TEMP_004031,Instagram,121.137.52.71,84,2025-04-27 13:44:33,"Madrid, España",C0023,,tablet,False
TEMP_004032,LinkedIn,211.181.240.130,900,2024-05-02 15:36:42,"Lisboa, Portugal",C0015,,mobile,False
TEMP_004033,Google Ads,151.88.181.191,309,2024-09-20 09:30:39,"Guadalajara, México",C0023,U00230,desktop,True
TEMP_004034,Google Ads,95.90.135.11,145,2024-04-02 21:07:39,"Bogotá, Colombia",C0013,,mobile,False
TEMP_004035,LinkedIn,227.236.194.30,517,2024-12-25 15:48:53,"Valencia, España",C0018,,mobile,False
TEMP_004036,LinkedIn,196.39.201.65,60,2025-08-02 08:10:29,"Sevilla, España",,,mobile,False
TEMP_004037,Instagram,63.133.177.172,900,2025-04-05 06:40:10,"Sevilla, España",C0017,,mobile,False
TEMP_004038,Google Ads,136.146.113.127,60,2024-04-14 14:06:52,"Barcelona, España",,,mobile,False
TEMP_004039,Instagram,203.121.90.245,107,2024-07-31 03:39:51,"Málaga, España",C0017,,mobile,False
TEMP_004040,LinkedIn,234.220.210.98,270,2025-11-09 07:23:13,"Málaga, España",C0019,,mobile,False
TEMP_004041,Google Ads,51.181.254.137,518,2024-11-11 16:58:25,"Santiago, Chile",C0022,U00102,desktop,True
TEMP_004042,Instagram,220.175.124.104,169,2025-10-16 17:48:39,"Barcelona, España",C0023,,mobile,False
TEMP_004043,Instagram,28.5.255.81,413,2024-03-07 10:17:10,"Buenos Aires, Argentina",C0002,,mobile,False
TEMP_004044,Google Ads,202.236.148.174,87,2025-10-24 18:17:21,"Santiago, Chile",C0018,,mobile,False
TEMP_004045,Google Ads,158.180.132.9,72,2024-08-27 10:22:48,"Barcelona, España",C0018,,mobile,False
TEMP_004046,Instagram,43.238.12.23,68,2024-08-15 18:26:00,"Valencia, España",C0011,U00185,mobile,True
TEMP_004047,Instagram,205.242.114.36,73,2024-01-01 20:26:07,"Bilbao, España",C0015,U00220,tablet,True
TEMP_004048,Instagram,214.38.220.182,444,2025-01-14 12:26:18,"Lyon, Francia",C0004,U00381,desktop,True
TEMP_004049,LinkedIn,92.144.225.29,565,2024-01-13 09:04:19,"Valparaíso, Chile",C0011,,mobile,False
TEMP_004050,Instagram,155.7.119.170,97,2024-03-04 07:22:09,"Zaragoza, España",C0030,,mobile,False
TEMP_004051,LinkedIn,252.74.193.136,552,2024-06-10 01:18:07,"Valparaíso, Chile",C0027,U00545,mobile,True
TEMP_004052,Google,235.150.205.41,166,2025-10-26 07:17:22,"Málaga, España",C0023,,desktop,False
TEMP_004053,Google,2.248.112.43,86,2025-09-25 06:52:29,"Bilbao, España",C0006,,tablet,False
TEMP_004054,Google Ads,231.163.54.225,534,2024-12-04 17:19:33,"Málaga, España",C0001,,mobile,False
TEMP_004055,Google Ads,158.107.98.178,60,2024-07-03 15:12:26,"Valencia, España",C0026,,mobile,False
TEMP_004056,LinkedIn,225.128.216.180,149,2025-04-21 10:57:02,"Oporto, Portugal",C0023,U00339,desktop,False
TEMP_004057,LinkedIn,19.201.143.135,60,2025-09-18 17:00:41,"Madrid, España",C0003,,mobile,False
TEMP_004058,Instagram,157.15.232.223,54,2024-08-12 07:40:31,"Málaga, España",,,mobile,False
TEMP_004059,LinkedIn,163.72.1.82,97,2024-05-24 00:55:05,"Bilbao, España",C0007,U00202,desktop,True
TEMP_004060,LinkedIn,184.221.251.184,147,2024-02-09 11:43:40,"Valparaíso, Chile",C0014,,desktop,False
TEMP_004061,Google,72.130.205.45,60,2024-01-11 18:28:17,"Zaragoza, España",,,mobile,False
TEMP_004062,Instagram,116.124.237.137,753,2024-01-31 10:26:21,"Valencia, España",,,tablet,False
TEMP_004063,LinkedIn,131.208.123.47,198,2024-03-04 12:20:04,"Rosario, Argentina",C0031,,mobile,False
TEMP_004064,Instagram,214.47.230.131,591,2025-07-06 10:54:44,"Valencia, España",C0028,,mobile,False
TEMP_004065,Google Ads,182.195.50.116,70,2024-04-05 13:08:21,"Bogotá, Colombia",C0012,,desktop,False
TEMP_004066,Google,192.179.20.12,300,2024-09-19 13:00:06,"Barcelona, España",C0027,,desktop,False
TEMP_004067,LinkedIn,224.87.201.111,270,2025-07-05 19:57:27,"Rosario, Argentina",C0003,,desktop,False
TEMP_004068,Instagram,210.154.47.198,145,2025-07-31 18:08:08,"Milán, Italia",C0014,,desktop,False
TEMP_004069,Google Ads,179.187.246.148,75,2024-10-08 10:30:49,"Lima, Perú",C0021,U00392,desktop,True
TEMP_004070,LinkedIn,244.115.67.248,127,2025-09-12 08:14:13,"Rosario, Argentina",C0011,,tablet,False
TEMP_004071,Google,133.83.164.108,60,2025-05-28 06:41:31,"Zaragoza, España",C0013,,desktop,False
TEMP_004072,Google,191.188.4.134,123,2025-05-26 09:35:39,"Barcelona, España",,,mobile,False
TEMP_004073,Google,218.168.184.248,337,2025-02-17 14:52:51,"Rosario, Argentina",,,desktop,False
TEMP_004074,LinkedIn,88.178.7.39,131,2024-05-28 04:22:02,"Madrid, España",C0004,,mobile,False
TEMP_004075,Google Ads,9.129.98.253,131,2025-06-05 13:05:59,"Barcelona, España",,,desktop,False
TEMP_004076,Instagram,201.222.228.13,160,2024-08-31 09:32:13,"Málaga, España",C0018,,mobile,False
TEMP_004077,LinkedIn,83.29.93.15,341,2024-03-20 07:56:37,"Barcelona, España",C0004,,mobile,False
TEMP_004078,LinkedIn,5.231.247.198,60,2024-08-01 12:47:00,"Valparaíso, Chile",C0004,,desktop,False
TEMP_004079,Instagram,71.29.211.189,90,2024-09-05 06:55:25,"Valencia, España",C0016,U00476,desktop,True
TEMP_004080,LinkedIn,242.97.43.229,81,2025-04-22 14:03:48,"Sevilla, España",C0031,U00302,mobile,False
TEMP_004081,Google,28.146.120.140,112,2025-06-29 16:39:13,"Buenos Aires, Argentina",,,mobile,False
TEMP_004082,Google Ads,103.2.159.64,208,2024-10-21 12:38:42,"Málaga, España",C0016,,tablet,False
TEMP_004083,LinkedIn,30.105.74.184,234,2024-03-13 12:34:25,"Sevilla, España",C0008,,tablet,False
TEMP_004084,Google Ads,93.133.124.217,314,2024-05-23 09:03:21,"Arequipa, Perú",C0009,,mobile,False
TEMP_004085,Google Ads,27.8.221.83,60,2025-06-13 11:00:51,"Málaga, España",C0026,U00461,mobile,True
TEMP_004086,LinkedIn,183.152.195.168,370,2024-01-02 13:10:42,"Roma, Italia",,U00242,mobile,True
TEMP_004087,Google,63.128.78.102,153,2024-07-13 15:33:31,"Bilbao, España",,,mobile,False
TEMP_004088,Google Ads,139.18.7.177,294,2024-01-01 05:02:41,"Valparaíso, Chile",C0019,,mobile,False
TEMP_004089,Google,23.231.164.206,101,2024-10-26 15:48:36,"Monterrey, México",C0010,,tablet,False
TEMP_004090,Instagram,121.179.47.162,111,2025-04-08 15:44:44,"Málaga, España",,U00579,mobile,True
TEMP_004091,Google Ads,80.197.93.198,63,2024-11-08 15:43:36,"Bilbao, España",C0003,,mobile,False
TEMP_004092,Google,229.1.16.91,291,2024-02-21 05:06:21,"Bilbao, España",C0017,U00546,mobile,True
TEMP_004093,LinkedIn,140.222.112.217,208,2024-11-20 16:31:25,"Rosario, Argentina",C0005,,mobile,False
TEMP_004094,LinkedIn,187.181.232.79,60,2024-08-21 09:53:46,"Valencia, España",C0019,U00228,mobile,True
TEMP_004095,Instagram,171.204.247.59,379,2025-04-22 17:14:04,"Barcelona, España",C0007,,mobile,False
TEMP_004096,Instagram,201.57.246.137,707,2024-05-03 10:42:24,"Sevilla, España",C0030,,mobile,False
TEMP_004097,Instagram,224.146.19.90,60,2025-11-27 00:17:14,"Barcelona, España",C0020,,desktop,False
TEMP_004098,LinkedIn,105.204.207.246,293,2024-06-13 10:12:18,"Lima, Perú",C0016,,mobile,False
TEMP_004099,Google Ads,141.181.147.46,150,2025-01-28 04:47:50,"Rosario, Argentina",,,desktop,False
TEMP_004100,Google,20.73.35.178,60,2024-09-28 03:37:55,"Cali, Colombia",,,tablet,False
TEMP_004101,Instagram,250.237.144.225,780,2024-01-28 22:47:44,"Roma, Italia",C0022,,mobile,False
TEMP_004102,LinkedIn,168.33.150.145,900,2025-09-28 10:24:41,"Bilbao, España",C0018,U00619,mobile,False
TEMP_004103,LinkedIn,252.60.4.164,332,2024-05-02 18:18:14,"Sevilla, España",,,tablet,False
TEMP_004104,LinkedIn,139.37.65.172,900,2024-10-14 11:46:54,"Córdoba, Argentina",C0010,,mobile,False
TEMP_004105,Google,238.169.240.9,492,2025-02-04 21:50:06,"Ciudad de México, México",C0030,,mobile,False
TEMP_004106,LinkedIn,42.37.70.185,242,2024-02-16 09:50:18,"Valencia, España",,U00351,tablet,True
TEMP_004107,Google Ads,19.78.238.107,623,2025-07-06 12:25:13,"Lima, Perú",C0010,U00115,desktop,True
TEMP_004108,LinkedIn,234.29.167.111,446,2024-07-22 16:35:13,"Santiago, Chile",,,tablet,False
TEMP_004109,LinkedIn,77.138.157.7,243,2025-05-16 17:41:50,"Arequipa, Perú",C0005,,mobile,False
TEMP_004110,Google Ads,167.77.205.46,127,2025-02-25 10:26:11,"Lima, Perú",C0024,,mobile,False
TEMP_004111,Instagram,64.33.140.160,203,2024-08-01 16:08:07,"Lima, Perú",C0001,,mobile,False
TEMP_004112,Instagram,145.102.27.73,68,2024-11-23 04:49:59,"Roma, Italia",C0007,,mobile,False
TEMP_004113,LinkedIn,67.170.66.158,60,2025-03-22 17:40:47,"Bilbao, España",C0001,,mobile,False
TEMP_004114,Google,216.81.208.245,143,2024-11-02 20:36:11,"Rosario, Argentina",,U00609,mobile,True
TEMP_004115,Instagram,81.66.82.71,71,2024-08-18 18:11:11,"Bogotá, Colombia",C0011,,mobile,False
TEMP_004116,Google Ads,55.52.91.242,390,2025-09-15 12:31:07,"Madrid, España",C0028,,mobile,False
TEMP_004117,Google,162.103.130.84,900,2024-05-08 16:18:32,"Santiago, Chile",,,mobile,False
TEMP_004118,Google Ads,101.18.212.98,65,2025-08-14 10:49:03,"Sevilla, España",C0003,,mobile,False
TEMP_004119,Google,159.176.19.108,116,2024-10-27 15:39:51,"Bilbao, España",,U00304,desktop,True
TEMP_004120,Google,24.93.9.246,88,2024-10-23 13:52:59,"Lima, Perú",,,mobile,False
TEMP_004121,Google,10.142.89.54,126,2025-07-24 13:14:24,"Oporto, Portugal",C0025,,desktop,False
TEMP_004122,Instagram,36.76.13.146,60,2025-03-03 13:21:52,"Lisboa, Portugal",,,mobile,False
TEMP_004123,Google,207.51.251.107,721,2024-11-02 12:36:25,"Lyon, Francia",C0024,,mobile,False
TEMP_004124,Google,30.230.61.147,239,2024-03-26 15:10:07,"Zaragoza, España",C0024,,tablet,False
TEMP_004125,LinkedIn,105.126.218.182,627,2024-02-10 12:01:37,"Lima, Perú",C0019,U00241,tablet,True
TEMP_004126,Google,141.51.217.6,167,2025-02-04 23:14:42,"Arequipa, Perú",C0003,U00625,mobile,True
TEMP_004127,LinkedIn,127.25.254.40,279,2024-02-25 10:50:08,"Zaragoza, España",C0012,,mobile,False
TEMP_004128,Instagram,242.40.73.4,89,2024-12-21 21:10:25,"Barcelona, España",C0017,,tablet,False
TEMP_004129,LinkedIn,3.201.239.30,198,2025-09-21 13:48:52,"Arequipa, Perú",C0004,,mobile,False
TEMP_004130,LinkedIn,184.17.221.204,387,2024-06-05 13:20:13,"Lima, Perú",C0028,U00250,mobile,False
TEMP_004131,LinkedIn,80.106.78.132,85,2024-12-30 09:00:23,"Madrid, España",C0025,,mobile,False
TEMP_004132,LinkedIn,220.179.141.153,145,2024-05-15 11:11:53,"Santiago, Chile",C0012,,mobile,False
TEMP_004133,LinkedIn,247.25.236.231,280,2025-06-14 17:23:41,"Lyon, Francia",C0025,,desktop,False
TEMP_004134,LinkedIn,122.61.164.70,60,2025-01-23 00:28:11,"Zaragoza, España",C0007,,desktop,False
TEMP_004135,Instagram,3.23.18.44,900,2025-03-31 14:55:40,"Oporto, Portugal",,,mobile,False
TEMP_004136,Instagram,202.14.246.102,32,2025-10-11 10:16:42,"Córdoba, Argentina",C0022,U00288,mobile,True
TEMP_004137,Google Ads,136.151.207.159,434,2024-11-09 21:46:46,"Valparaíso, Chile",C0022,,mobile,False
TEMP_004138,Google Ads,16.212.22.135,60,2024-01-13 20:02:23,"Roma, Italia",C0024,,desktop,False
TEMP_004139,LinkedIn,221.130.107.83,10,2025-11-09 13:50:01,"Arequipa, Perú",,,tablet,False
TEMP_004140,Instagram,201.166.207.231,60,2025-01-29 10:18:49,"Málaga, España",C0016,,mobile,False
TEMP_004141,Instagram,152.90.151.91,303,2024-11-09 12:15:15,"Santiago, Chile",,,desktop,False
TEMP_004142,Instagram,94.218.255.170,104,2025-01-26 16:13:28,"Madrid, España",C0002,,mobile,False
TEMP_004143,Instagram,123.58.80.144,119,2025-01-15 12:40:18,"Barcelona, España",,U00560,desktop,True
TEMP_004144,Google,252.58.163.220,123,2025-04-05 15:53:42,"Buenos Aires, Argentina",C0018,,mobile,False
TEMP_004145,Google,198.213.80.35,103,2024-10-30 13:49:51,"Bilbao, España",C0023,,mobile,False
TEMP_004146,Instagram,251.49.241.34,60,2024-05-15 15:31:04,"Santiago, Chile",C0028,,mobile,False
TEMP_004147,Google,224.17.128.97,75,2025-06-19 16:13:21,"Barcelona, España",C0020,,tablet,False
TEMP_004148,LinkedIn,119.193.67.232,155,2024-10-31 12:03:59,"París, Francia",C0031,,mobile,False
TEMP_004149,Google Ads,250.111.98.60,704,2025-03-23 01:14:32,"Lima, Perú",C0018,,mobile,False
TEMP_004150,Google Ads,115.176.94.174,116,2024-03-18 09:17:43,"Málaga, España",C0021,,tablet,False
TEMP_004151,LinkedIn,210.113.170.144,15,2025-09-14 13:46:22,"Madrid, España",,,desktop,False
TEMP_004152,Google,19.15.67.64,72,2024-06-27 13:33:00,"Roma, Italia",C0015,U00595,mobile,True
TEMP_004153,Google Ads,49.237.155.11,79,2024-11-16 14:40:48,"Cali, Colombia",C0028,U0026,mobile,True
TEMP_004154,Instagram,231.77.252.58,900,2024-01-16 17:25:45,"Arequipa, Perú",,,tablet,False
TEMP_004155,LinkedIn,145.246.196.165,110,2024-02-16 14:18:51,"Roma, Italia",C0027,U00565,mobile,True
TEMP_004156,Google,99.236.141.32,136,2025-02-24 07:56:11,"Bilbao, España",,,mobile,False
TEMP_004157,Instagram,82.125.139.214,60,2025-01-02 19:40:35,"Valparaíso, Chile",C0023,U0044,mobile,False
TEMP_004158,LinkedIn,12.0.184.28,134,2025-02-06 13:40:38,"Arequipa, Perú",C0005,U00509,mobile,True
TEMP_004159,Google,175.87.99.38,684,2025-02-18 05:26:25,"Lisboa, Portugal",C0012,,desktop,False
TEMP_004160,Instagram,198.46.2.151,72,2024-10-04 18:42:48,"Oporto, Portugal",C0003,,tablet,False
TEMP_004161,LinkedIn,39.43.55.163,497,2025-02-08 08:55:38,"Málaga, España",C0026,,mobile,False
TEMP_004162,Google Ads,192.234.251.59,180,2024-12-19 13:00:12,"Lima, Perú",C0007,,tablet,False
TEMP_004163,LinkedIn,55.54.47.3,60,2024-03-31 16:12:29,"Oporto, Portugal",C0022,,desktop,False
TEMP_004164,Instagram,150.3.9.101,570,2025-04-14 14:28:16,"Málaga, España",C0026,,desktop,False
TEMP_004165,Google,207.125.101.47,60,2025-06-11 02:30:09,"Zaragoza, España",C0027,,mobile,False
TEMP_004166,LinkedIn,34.122.229.8,103,2024-03-31 13:19:18,"Barcelona, España",C0027,,mobile,False
TEMP_004167,Google,255.35.201.174,167,2025-02-28 12:57:40,"Málaga, España",C0008,U00205,desktop,True
TEMP_004168,Google,94.100.246.187,900,2024-02-28 01:20:43,"Zaragoza, España",C0022,,desktop,False
TEMP_004169,Instagram,80.17.2.155,470,2025-11-08 08:10:03,"Córdoba, Argentina",C0001,,mobile,False
